record_id,question_id,dataset_name,article_title,paragraph_index,retrieval_context,user_query,ground_truth_answer,is_unanswerable,source_url
RAGA-05105,56d131ad17492d1400aabbd5,SQuAD_v2_train_official,Kanye_West,70,"On July 19, 2013, West was leaving LAX as he was surrounded by dozens of paparazzi. West became increasingly agitated as a photographer, Daniel Ramos, continued to ask him why people were not allowed to speak in his presence. West then says, ""I told you don't talk to me, right? You trying to get me in trouble so I steal off on you and have to pay you like $250,000 and shit."" Then he allegedly charged the man and grabbed him and his camera. The incident captured by TMZ, took place for a few seconds before a female voice can be heard telling West to stop. West then released the man, and his camera, and drove away from the scene. Medics were later called to the scene on behalf of the photographer who was grabbed. It was reported West could be charged with felony attempted robbery behind the matter. However, the charges were reduced to misdemeanor criminal battery and attempted grand theft. In March 2014, West was sentenced to serve two years' probation for the misdemeanor battery conviction and required to attend 24 anger management sessions, perform 250 hours of community service and pay restitution to Ramos.",How many hours of community service did Kanye receive?,250,False,https://rajpurkar.github.io/SQuAD-explorer/dataset/train-v2.0.json
RAGA-05106,56cf85ec234ae51400d9bdfd,SQuAD_v2_train_official,Kanye_West,71,"After the success of his song ""Jesus Walks"" from the album The College Dropout, West was questioned on his beliefs and said, ""I will say that I'm spiritual. I have accepted Jesus as my Savior. And I will say that I fall short every day."" More recently, in September 2014, West referred to himself as a Christian during one of his concerts.",What are Kanye's religious beliefs?,Christian,False,https://rajpurkar.github.io/SQuAD-explorer/dataset/train-v2.0.json
RAGA-05107,56d1320f17492d1400aabbf0,SQuAD_v2_train_official,Kanye_West,71,"After the success of his song ""Jesus Walks"" from the album The College Dropout, West was questioned on his beliefs and said, ""I will say that I'm spiritual. I have accepted Jesus as my Savior. And I will say that I fall short every day."" More recently, in September 2014, West referred to himself as a Christian during one of his concerts.","""Jesus Walks"" was on which of Kanye's albums?",The College Dropout,False,https://rajpurkar.github.io/SQuAD-explorer/dataset/train-v2.0.json
RAGA-05108,56d1320f17492d1400aabbf1,SQuAD_v2_train_official,Kanye_West,71,"After the success of his song ""Jesus Walks"" from the album The College Dropout, West was questioned on his beliefs and said, ""I will say that I'm spiritual. I have accepted Jesus as my Savior. And I will say that I fall short every day."" More recently, in September 2014, West referred to himself as a Christian during one of his concerts.","September of 2014, Kanye called himself a what during one of his concerts?",Christian,False,https://rajpurkar.github.io/SQuAD-explorer/dataset/train-v2.0.json
RAGA-05109,56cf86a3234ae51400d9bdff,SQuAD_v2_train_official,Kanye_West,72,"West is among the most critically acclaimed artists of the twenty-first century, receiving praise from music critics, fans, fellow musicians, artists, and wider cultural figures for his work. AllMusic editor Jason Birchmeier writes of his impact, ""As his career progressed throughout the early 21st century, West shattered certain stereotypes about rappers, becoming a superstar on his own terms without adapting his appearance, his rhetoric, or his music to fit any one musical mold."" Jon Caramanic of The New York Times said that West has been ""a frequent lightning rod for controversy, a bombastic figure who can count rankling two presidents among his achievements, along with being a reliably dyspeptic presence at award shows (when he attends them)."" Village Voice Media senior editor Ben Westhoff dubbed him the greatest hip hop artist of all time, writing that ""he's made the best albums and changed the game the most, and his music is the most likely to endure,"" while Complex called him the 21st century's ""most important artist of any art form, of any genre."" The Guardian has compared West to David Bowie, arguing that ""there is nobody else who can sell as many records as West does (30m-odd album sales and counting) while remaining so resolutely experimental and capable of stirring things up culturally and politically.""",How is Kanye viewed as a 21st century artist?,among the most critically acclaimed,False,https://rajpurkar.github.io/SQuAD-explorer/dataset/train-v2.0.json
RAGA-05110,56cf86a3234ae51400d9be00,SQuAD_v2_train_official,Kanye_West,72,"West is among the most critically acclaimed artists of the twenty-first century, receiving praise from music critics, fans, fellow musicians, artists, and wider cultural figures for his work. AllMusic editor Jason Birchmeier writes of his impact, ""As his career progressed throughout the early 21st century, West shattered certain stereotypes about rappers, becoming a superstar on his own terms without adapting his appearance, his rhetoric, or his music to fit any one musical mold."" Jon Caramanic of The New York Times said that West has been ""a frequent lightning rod for controversy, a bombastic figure who can count rankling two presidents among his achievements, along with being a reliably dyspeptic presence at award shows (when he attends them)."" Village Voice Media senior editor Ben Westhoff dubbed him the greatest hip hop artist of all time, writing that ""he's made the best albums and changed the game the most, and his music is the most likely to endure,"" while Complex called him the 21st century's ""most important artist of any art form, of any genre."" The Guardian has compared West to David Bowie, arguing that ""there is nobody else who can sell as many records as West does (30m-odd album sales and counting) while remaining so resolutely experimental and capable of stirring things up culturally and politically.""",What famous English artist was Kanye compared to by The Guardian?,David Bowie,False,https://rajpurkar.github.io/SQuAD-explorer/dataset/train-v2.0.json
RAGA-05111,56d1328117492d1400aabc02,SQuAD_v2_train_official,Kanye_West,72,"West is among the most critically acclaimed artists of the twenty-first century, receiving praise from music critics, fans, fellow musicians, artists, and wider cultural figures for his work. AllMusic editor Jason Birchmeier writes of his impact, ""As his career progressed throughout the early 21st century, West shattered certain stereotypes about rappers, becoming a superstar on his own terms without adapting his appearance, his rhetoric, or his music to fit any one musical mold."" Jon Caramanic of The New York Times said that West has been ""a frequent lightning rod for controversy, a bombastic figure who can count rankling two presidents among his achievements, along with being a reliably dyspeptic presence at award shows (when he attends them)."" Village Voice Media senior editor Ben Westhoff dubbed him the greatest hip hop artist of all time, writing that ""he's made the best albums and changed the game the most, and his music is the most likely to endure,"" while Complex called him the 21st century's ""most important artist of any art form, of any genre."" The Guardian has compared West to David Bowie, arguing that ""there is nobody else who can sell as many records as West does (30m-odd album sales and counting) while remaining so resolutely experimental and capable of stirring things up culturally and politically.""",What reporter compared Kanye West to a lightning rod?,Jon Caramanic,False,https://rajpurkar.github.io/SQuAD-explorer/dataset/train-v2.0.json
RAGA-05112,56d1328117492d1400aabc03,SQuAD_v2_train_official,Kanye_West,72,"West is among the most critically acclaimed artists of the twenty-first century, receiving praise from music critics, fans, fellow musicians, artists, and wider cultural figures for his work. AllMusic editor Jason Birchmeier writes of his impact, ""As his career progressed throughout the early 21st century, West shattered certain stereotypes about rappers, becoming a superstar on his own terms without adapting his appearance, his rhetoric, or his music to fit any one musical mold."" Jon Caramanic of The New York Times said that West has been ""a frequent lightning rod for controversy, a bombastic figure who can count rankling two presidents among his achievements, along with being a reliably dyspeptic presence at award shows (when he attends them)."" Village Voice Media senior editor Ben Westhoff dubbed him the greatest hip hop artist of all time, writing that ""he's made the best albums and changed the game the most, and his music is the most likely to endure,"" while Complex called him the 21st century's ""most important artist of any art form, of any genre."" The Guardian has compared West to David Bowie, arguing that ""there is nobody else who can sell as many records as West does (30m-odd album sales and counting) while remaining so resolutely experimental and capable of stirring things up culturally and politically.""",Who said Kanye West was the greatest hip hop artist of all time?,Ben Westhoff,False,https://rajpurkar.github.io/SQuAD-explorer/dataset/train-v2.0.json
RAGA-05113,56d1328117492d1400aabc04,SQuAD_v2_train_official,Kanye_West,72,"West is among the most critically acclaimed artists of the twenty-first century, receiving praise from music critics, fans, fellow musicians, artists, and wider cultural figures for his work. AllMusic editor Jason Birchmeier writes of his impact, ""As his career progressed throughout the early 21st century, West shattered certain stereotypes about rappers, becoming a superstar on his own terms without adapting his appearance, his rhetoric, or his music to fit any one musical mold."" Jon Caramanic of The New York Times said that West has been ""a frequent lightning rod for controversy, a bombastic figure who can count rankling two presidents among his achievements, along with being a reliably dyspeptic presence at award shows (when he attends them)."" Village Voice Media senior editor Ben Westhoff dubbed him the greatest hip hop artist of all time, writing that ""he's made the best albums and changed the game the most, and his music is the most likely to endure,"" while Complex called him the 21st century's ""most important artist of any art form, of any genre."" The Guardian has compared West to David Bowie, arguing that ""there is nobody else who can sell as many records as West does (30m-odd album sales and counting) while remaining so resolutely experimental and capable of stirring things up culturally and politically.""",What magazine compared Kanye to David Bowie?,The Guardian,False,https://rajpurkar.github.io/SQuAD-explorer/dataset/train-v2.0.json
RAGA-05114,56cf87a1234ae51400d9be03,SQuAD_v2_train_official,Kanye_West,73,"West's middle-class background, flamboyant fashion sense and outspokenness have additionally set him apart from other rappers. Early in his career, he was among the first rappers to publicly criticize the preponderance of homophobia in hip hop. The sales competition between rapper 50 Cent's Curtis and West's Graduation altered the direction of hip hop and helped pave the way for new rappers who did not follow the hardcore-gangster mold. Rosie Swash of The Guardian viewed the sales competition as a historical moment in hip-hop, because it ""highlighted the diverging facets of hip-hop in the last decade; the former was gangsta rap for the noughties, while West was the thinking man's alternative."" Rolling Stone credited West with transforming hip hop's mainstream, ""establishing a style of introspective yet glossy rap [...]"", and called him ""as interesting and complicated a pop star as the 2000s produced—a rapper who mastered, upped and moved beyond the hip-hop game, a producer who created a signature sound and then abandoned it to his imitators, a flashy, free-spending sybarite with insightful things to say about college, culture and economics, an egomaniac with more than enough artistic firepower to back it up."" His 2008 album 808s & Heartbreak polarized both listeners and critics upon its release, but was commercially successful and impacted hip hop and pop stylistically, as it laid the groundwork for a new wave of artists who generally eschewed typical rap braggadocio for intimate subject matter and introspection, including Frank Ocean, The Weeknd, Drake, Future, Kid Cudi, Childish Gambino, Lil Durk, Chief Keef, and Soulja Boy. According to Ben Detrick of XXL magazine, West effectively led a new wave of artists, including Kid Cudi, Wale, Lupe Fiasco, Kidz in the Hall, and Drake, who lacked the interest or ability to rap about gunplay or drug-dealing.",What overabundance of themes did Kanye criticize early in his career?,homophobia in hip hop,False,https://rajpurkar.github.io/SQuAD-explorer/dataset/train-v2.0.json
RAGA-05115,56cf87a1234ae51400d9be04,SQuAD_v2_train_official,Kanye_West,73,"West's middle-class background, flamboyant fashion sense and outspokenness have additionally set him apart from other rappers. Early in his career, he was among the first rappers to publicly criticize the preponderance of homophobia in hip hop. The sales competition between rapper 50 Cent's Curtis and West's Graduation altered the direction of hip hop and helped pave the way for new rappers who did not follow the hardcore-gangster mold. Rosie Swash of The Guardian viewed the sales competition as a historical moment in hip-hop, because it ""highlighted the diverging facets of hip-hop in the last decade; the former was gangsta rap for the noughties, while West was the thinking man's alternative."" Rolling Stone credited West with transforming hip hop's mainstream, ""establishing a style of introspective yet glossy rap [...]"", and called him ""as interesting and complicated a pop star as the 2000s produced—a rapper who mastered, upped and moved beyond the hip-hop game, a producer who created a signature sound and then abandoned it to his imitators, a flashy, free-spending sybarite with insightful things to say about college, culture and economics, an egomaniac with more than enough artistic firepower to back it up."" His 2008 album 808s & Heartbreak polarized both listeners and critics upon its release, but was commercially successful and impacted hip hop and pop stylistically, as it laid the groundwork for a new wave of artists who generally eschewed typical rap braggadocio for intimate subject matter and introspection, including Frank Ocean, The Weeknd, Drake, Future, Kid Cudi, Childish Gambino, Lil Durk, Chief Keef, and Soulja Boy. According to Ben Detrick of XXL magazine, West effectively led a new wave of artists, including Kid Cudi, Wale, Lupe Fiasco, Kidz in the Hall, and Drake, who lacked the interest or ability to rap about gunplay or drug-dealing.",The shift away from what genre of rap is Kanye credited for?,gangsta rap,False,https://rajpurkar.github.io/SQuAD-explorer/dataset/train-v2.0.json
RAGA-05116,56d1333517492d1400aabc0e,SQuAD_v2_train_official,Kanye_West,73,"West's middle-class background, flamboyant fashion sense and outspokenness have additionally set him apart from other rappers. Early in his career, he was among the first rappers to publicly criticize the preponderance of homophobia in hip hop. The sales competition between rapper 50 Cent's Curtis and West's Graduation altered the direction of hip hop and helped pave the way for new rappers who did not follow the hardcore-gangster mold. Rosie Swash of The Guardian viewed the sales competition as a historical moment in hip-hop, because it ""highlighted the diverging facets of hip-hop in the last decade; the former was gangsta rap for the noughties, while West was the thinking man's alternative."" Rolling Stone credited West with transforming hip hop's mainstream, ""establishing a style of introspective yet glossy rap [...]"", and called him ""as interesting and complicated a pop star as the 2000s produced—a rapper who mastered, upped and moved beyond the hip-hop game, a producer who created a signature sound and then abandoned it to his imitators, a flashy, free-spending sybarite with insightful things to say about college, culture and economics, an egomaniac with more than enough artistic firepower to back it up."" His 2008 album 808s & Heartbreak polarized both listeners and critics upon its release, but was commercially successful and impacted hip hop and pop stylistically, as it laid the groundwork for a new wave of artists who generally eschewed typical rap braggadocio for intimate subject matter and introspection, including Frank Ocean, The Weeknd, Drake, Future, Kid Cudi, Childish Gambino, Lil Durk, Chief Keef, and Soulja Boy. According to Ben Detrick of XXL magazine, West effectively led a new wave of artists, including Kid Cudi, Wale, Lupe Fiasco, Kidz in the Hall, and Drake, who lacked the interest or ability to rap about gunplay or drug-dealing.",What kind of background did Kanye West grow up in?,middle-class,False,https://rajpurkar.github.io/SQuAD-explorer/dataset/train-v2.0.json
RAGA-05117,56d1333517492d1400aabc0f,SQuAD_v2_train_official,Kanye_West,73,"West's middle-class background, flamboyant fashion sense and outspokenness have additionally set him apart from other rappers. Early in his career, he was among the first rappers to publicly criticize the preponderance of homophobia in hip hop. The sales competition between rapper 50 Cent's Curtis and West's Graduation altered the direction of hip hop and helped pave the way for new rappers who did not follow the hardcore-gangster mold. Rosie Swash of The Guardian viewed the sales competition as a historical moment in hip-hop, because it ""highlighted the diverging facets of hip-hop in the last decade; the former was gangsta rap for the noughties, while West was the thinking man's alternative."" Rolling Stone credited West with transforming hip hop's mainstream, ""establishing a style of introspective yet glossy rap [...]"", and called him ""as interesting and complicated a pop star as the 2000s produced—a rapper who mastered, upped and moved beyond the hip-hop game, a producer who created a signature sound and then abandoned it to his imitators, a flashy, free-spending sybarite with insightful things to say about college, culture and economics, an egomaniac with more than enough artistic firepower to back it up."" His 2008 album 808s & Heartbreak polarized both listeners and critics upon its release, but was commercially successful and impacted hip hop and pop stylistically, as it laid the groundwork for a new wave of artists who generally eschewed typical rap braggadocio for intimate subject matter and introspection, including Frank Ocean, The Weeknd, Drake, Future, Kid Cudi, Childish Gambino, Lil Durk, Chief Keef, and Soulja Boy. According to Ben Detrick of XXL magazine, West effectively led a new wave of artists, including Kid Cudi, Wale, Lupe Fiasco, Kidz in the Hall, and Drake, who lacked the interest or ability to rap about gunplay or drug-dealing.",Who did Kanye West have a sales competition with during his album release of Graduation?,50 Cent,False,https://rajpurkar.github.io/SQuAD-explorer/dataset/train-v2.0.json
RAGA-05118,56d1333517492d1400aabc10,SQuAD_v2_train_official,Kanye_West,73,"West's middle-class background, flamboyant fashion sense and outspokenness have additionally set him apart from other rappers. Early in his career, he was among the first rappers to publicly criticize the preponderance of homophobia in hip hop. The sales competition between rapper 50 Cent's Curtis and West's Graduation altered the direction of hip hop and helped pave the way for new rappers who did not follow the hardcore-gangster mold. Rosie Swash of The Guardian viewed the sales competition as a historical moment in hip-hop, because it ""highlighted the diverging facets of hip-hop in the last decade; the former was gangsta rap for the noughties, while West was the thinking man's alternative."" Rolling Stone credited West with transforming hip hop's mainstream, ""establishing a style of introspective yet glossy rap [...]"", and called him ""as interesting and complicated a pop star as the 2000s produced—a rapper who mastered, upped and moved beyond the hip-hop game, a producer who created a signature sound and then abandoned it to his imitators, a flashy, free-spending sybarite with insightful things to say about college, culture and economics, an egomaniac with more than enough artistic firepower to back it up."" His 2008 album 808s & Heartbreak polarized both listeners and critics upon its release, but was commercially successful and impacted hip hop and pop stylistically, as it laid the groundwork for a new wave of artists who generally eschewed typical rap braggadocio for intimate subject matter and introspection, including Frank Ocean, The Weeknd, Drake, Future, Kid Cudi, Childish Gambino, Lil Durk, Chief Keef, and Soulja Boy. According to Ben Detrick of XXL magazine, West effectively led a new wave of artists, including Kid Cudi, Wale, Lupe Fiasco, Kidz in the Hall, and Drake, who lacked the interest or ability to rap about gunplay or drug-dealing.",Who said that Kanye West effectively led a new wave of artists that weren't only interested in rapping about gunplay or drug dealing?,Ben Detrick,False,https://rajpurkar.github.io/SQuAD-explorer/dataset/train-v2.0.json
RAGA-05119,56cf87de234ae51400d9be07,SQuAD_v2_train_official,Kanye_West,74,"A substantial number of artists and other figures have been influenced by, or complimented, West's work, including hip hop artists RZA of Wu-Tang Clan, Chuck D of Public Enemy, and DJ Premier of Gang Starr. Both Drake and Casey Veggies have acknowledged being influenced directly by West. Non-rap artists such as English singer-songwriters Adele and Lily Allen, New Zealand artist Lorde, rock band Arctic Monkeys, pop singer Halsey, Sergio Pizzorno of English rock band Kasabian and American indie rock group MGMT have cited West as an influence. Experimental and electronic artists such as James Blake Daniel Lopatin, and Tim Hecker have also cited West's work as an inspiration. Experimental rock pioneer and Velvet Underground founder Lou Reed, in a review of West's album Yeezus, wrote that ""the guy really, really, really is talented. He's really trying to raise the bar. No one's near doing what he’s doing, it’s not even on the same planet."" Musicians such as Paul McCartney and Prince have also commended West's work. Famed Tesla Motors CEO and inventor Elon Musk complimented West in a piece for Time Magazine's 100 most influential people list, writing that:",A number of artists have cited Kanye as being what to them?,influential,False,https://rajpurkar.github.io/SQuAD-explorer/dataset/train-v2.0.json
RAGA-05120,56d133ee17492d1400aabc30,SQuAD_v2_train_official,Kanye_West,74,"A substantial number of artists and other figures have been influenced by, or complimented, West's work, including hip hop artists RZA of Wu-Tang Clan, Chuck D of Public Enemy, and DJ Premier of Gang Starr. Both Drake and Casey Veggies have acknowledged being influenced directly by West. Non-rap artists such as English singer-songwriters Adele and Lily Allen, New Zealand artist Lorde, rock band Arctic Monkeys, pop singer Halsey, Sergio Pizzorno of English rock band Kasabian and American indie rock group MGMT have cited West as an influence. Experimental and electronic artists such as James Blake Daniel Lopatin, and Tim Hecker have also cited West's work as an inspiration. Experimental rock pioneer and Velvet Underground founder Lou Reed, in a review of West's album Yeezus, wrote that ""the guy really, really, really is talented. He's really trying to raise the bar. No one's near doing what he’s doing, it’s not even on the same planet."" Musicians such as Paul McCartney and Prince have also commended West's work. Famed Tesla Motors CEO and inventor Elon Musk complimented West in a piece for Time Magazine's 100 most influential people list, writing that:",Who complimented West in Time Magazine?,inventor Elon Musk,False,https://rajpurkar.github.io/SQuAD-explorer/dataset/train-v2.0.json
RAGA-05121,56cf884a234ae51400d9be0a,SQuAD_v2_train_official,Kanye_West,75,"West's first six solo studio albums, all of which have gone platinum, have received numerous awards and critical acclaim. All of his albums have been commercially successful, with Yeezus, his sixth solo album, becoming his fifth consecutive No. 1 album in the U.S. upon release. West has had six songs exceed 3 million in digital sales as of December 2012, with ""Gold Digger"" selling 3,086,000, ""Stronger"" selling 4,402,000, ""Heartless"" selling 3,742,000, ""E.T."" selling over 4,000,000, ""Love Lockdown"" selling over 3,000,000, and ""Niggas in Paris"" selling over 3,000,000, placing him third in overall digital sales of the past decade. He has sold over 30 million digital songs in the United States making him one of the best-selling digital artists of all-time.",How many songs has Kanye had that have exceeded 3 million digital sales?,6,False,https://rajpurkar.github.io/SQuAD-explorer/dataset/train-v2.0.json
RAGA-05122,56cf884a234ae51400d9be0b,SQuAD_v2_train_official,Kanye_West,75,"West's first six solo studio albums, all of which have gone platinum, have received numerous awards and critical acclaim. All of his albums have been commercially successful, with Yeezus, his sixth solo album, becoming his fifth consecutive No. 1 album in the U.S. upon release. West has had six songs exceed 3 million in digital sales as of December 2012, with ""Gold Digger"" selling 3,086,000, ""Stronger"" selling 4,402,000, ""Heartless"" selling 3,742,000, ""E.T."" selling over 4,000,000, ""Love Lockdown"" selling over 3,000,000, and ""Niggas in Paris"" selling over 3,000,000, placing him third in overall digital sales of the past decade. He has sold over 30 million digital songs in the United States making him one of the best-selling digital artists of all-time.",How many songs has Kanye sold digitally in his career?,over 30 million,False,https://rajpurkar.github.io/SQuAD-explorer/dataset/train-v2.0.json
RAGA-05123,56d137b1e7d4791d0090202d,SQuAD_v2_train_official,Kanye_West,75,"West's first six solo studio albums, all of which have gone platinum, have received numerous awards and critical acclaim. All of his albums have been commercially successful, with Yeezus, his sixth solo album, becoming his fifth consecutive No. 1 album in the U.S. upon release. West has had six songs exceed 3 million in digital sales as of December 2012, with ""Gold Digger"" selling 3,086,000, ""Stronger"" selling 4,402,000, ""Heartless"" selling 3,742,000, ""E.T."" selling over 4,000,000, ""Love Lockdown"" selling over 3,000,000, and ""Niggas in Paris"" selling over 3,000,000, placing him third in overall digital sales of the past decade. He has sold over 30 million digital songs in the United States making him one of the best-selling digital artists of all-time.",How many of West's six albums have gone platinum?,6,False,https://rajpurkar.github.io/SQuAD-explorer/dataset/train-v2.0.json
RAGA-05124,56d137b1e7d4791d0090202e,SQuAD_v2_train_official,Kanye_West,75,"West's first six solo studio albums, all of which have gone platinum, have received numerous awards and critical acclaim. All of his albums have been commercially successful, with Yeezus, his sixth solo album, becoming his fifth consecutive No. 1 album in the U.S. upon release. West has had six songs exceed 3 million in digital sales as of December 2012, with ""Gold Digger"" selling 3,086,000, ""Stronger"" selling 4,402,000, ""Heartless"" selling 3,742,000, ""E.T."" selling over 4,000,000, ""Love Lockdown"" selling over 3,000,000, and ""Niggas in Paris"" selling over 3,000,000, placing him third in overall digital sales of the past decade. He has sold over 30 million digital songs in the United States making him one of the best-selling digital artists of all-time.",What was Kanye's fifth consecutive number one album?,Yeezus,False,https://rajpurkar.github.io/SQuAD-explorer/dataset/train-v2.0.json
RAGA-05125,56d137b1e7d4791d0090202f,SQuAD_v2_train_official,Kanye_West,75,"West's first six solo studio albums, all of which have gone platinum, have received numerous awards and critical acclaim. All of his albums have been commercially successful, with Yeezus, his sixth solo album, becoming his fifth consecutive No. 1 album in the U.S. upon release. West has had six songs exceed 3 million in digital sales as of December 2012, with ""Gold Digger"" selling 3,086,000, ""Stronger"" selling 4,402,000, ""Heartless"" selling 3,742,000, ""E.T."" selling over 4,000,000, ""Love Lockdown"" selling over 3,000,000, and ""Niggas in Paris"" selling over 3,000,000, placing him third in overall digital sales of the past decade. He has sold over 30 million digital songs in the United States making him one of the best-selling digital artists of all-time.","As of 2012, how many downloads have there been of ""Golddigger""?","3,086,000",False,https://rajpurkar.github.io/SQuAD-explorer/dataset/train-v2.0.json
RAGA-05126,56d137b1e7d4791d00902030,SQuAD_v2_train_official,Kanye_West,75,"West's first six solo studio albums, all of which have gone platinum, have received numerous awards and critical acclaim. All of his albums have been commercially successful, with Yeezus, his sixth solo album, becoming his fifth consecutive No. 1 album in the U.S. upon release. West has had six songs exceed 3 million in digital sales as of December 2012, with ""Gold Digger"" selling 3,086,000, ""Stronger"" selling 4,402,000, ""Heartless"" selling 3,742,000, ""E.T."" selling over 4,000,000, ""Love Lockdown"" selling over 3,000,000, and ""Niggas in Paris"" selling over 3,000,000, placing him third in overall digital sales of the past decade. He has sold over 30 million digital songs in the United States making him one of the best-selling digital artists of all-time.",What rank is West in total sales for the last decade?,third,False,https://rajpurkar.github.io/SQuAD-explorer/dataset/train-v2.0.json
RAGA-05127,56d137b1e7d4791d00902031,SQuAD_v2_train_official,Kanye_West,75,"West's first six solo studio albums, all of which have gone platinum, have received numerous awards and critical acclaim. All of his albums have been commercially successful, with Yeezus, his sixth solo album, becoming his fifth consecutive No. 1 album in the U.S. upon release. West has had six songs exceed 3 million in digital sales as of December 2012, with ""Gold Digger"" selling 3,086,000, ""Stronger"" selling 4,402,000, ""Heartless"" selling 3,742,000, ""E.T."" selling over 4,000,000, ""Love Lockdown"" selling over 3,000,000, and ""Niggas in Paris"" selling over 3,000,000, placing him third in overall digital sales of the past decade. He has sold over 30 million digital songs in the United States making him one of the best-selling digital artists of all-time.",How many total digital songs has Kanye West sold in the US?,30 million,False,https://rajpurkar.github.io/SQuAD-explorer/dataset/train-v2.0.json
RAGA-05128,56cf88bf234ae51400d9be0f,SQuAD_v2_train_official,Kanye_West,76,"As of 2013, West has won a total of 21 Grammy Awards, making him one of the most awarded artists of all-time. About.com ranked Kanye West No. 8 on their ""Top 50 Hip-Hop Producers"" list. On May 16, 2008, Kanye West was crowned by MTV as the year's No. 1 ""Hottest MC in the Game."" On December 17, 2010, Kanye West was voted as the MTV Man of the Year by MTV. Billboard ranked Kanye West No. 3 on their list of Top 10 Producers of the Decade. West ties with Bob Dylan for having topped the annual Pazz & Jop critic poll the most number of times ever, with four number-one albums each. West has also been included twice in the Time 100 annual lists of the most influential people in the world as well as being listed in a number of Forbes annual lists.",How many Grammies has Kanye won as of 2013?,21,False,https://rajpurkar.github.io/SQuAD-explorer/dataset/train-v2.0.json
RAGA-05129,56cf88bf234ae51400d9be10,SQuAD_v2_train_official,Kanye_West,76,"As of 2013, West has won a total of 21 Grammy Awards, making him one of the most awarded artists of all-time. About.com ranked Kanye West No. 8 on their ""Top 50 Hip-Hop Producers"" list. On May 16, 2008, Kanye West was crowned by MTV as the year's No. 1 ""Hottest MC in the Game."" On December 17, 2010, Kanye West was voted as the MTV Man of the Year by MTV. Billboard ranked Kanye West No. 3 on their list of Top 10 Producers of the Decade. West ties with Bob Dylan for having topped the annual Pazz & Jop critic poll the most number of times ever, with four number-one albums each. West has also been included twice in the Time 100 annual lists of the most influential people in the world as well as being listed in a number of Forbes annual lists.",With which artist does Kanye tie with for reaching the top of the annual Pazz & Jop Critic Poll?,Bob Dylan,False,https://rajpurkar.github.io/SQuAD-explorer/dataset/train-v2.0.json
RAGA-05130,56cf88bf234ae51400d9be11,SQuAD_v2_train_official,Kanye_West,76,"As of 2013, West has won a total of 21 Grammy Awards, making him one of the most awarded artists of all-time. About.com ranked Kanye West No. 8 on their ""Top 50 Hip-Hop Producers"" list. On May 16, 2008, Kanye West was crowned by MTV as the year's No. 1 ""Hottest MC in the Game."" On December 17, 2010, Kanye West was voted as the MTV Man of the Year by MTV. Billboard ranked Kanye West No. 3 on their list of Top 10 Producers of the Decade. West ties with Bob Dylan for having topped the annual Pazz & Jop critic poll the most number of times ever, with four number-one albums each. West has also been included twice in the Time 100 annual lists of the most influential people in the world as well as being listed in a number of Forbes annual lists.",How many times has Kanye placed in the annual Time Magazine people list?,twice,False,https://rajpurkar.github.io/SQuAD-explorer/dataset/train-v2.0.json
RAGA-05131,56d138c3e7d4791d00902037,SQuAD_v2_train_official,Kanye_West,76,"As of 2013, West has won a total of 21 Grammy Awards, making him one of the most awarded artists of all-time. About.com ranked Kanye West No. 8 on their ""Top 50 Hip-Hop Producers"" list. On May 16, 2008, Kanye West was crowned by MTV as the year's No. 1 ""Hottest MC in the Game."" On December 17, 2010, Kanye West was voted as the MTV Man of the Year by MTV. Billboard ranked Kanye West No. 3 on their list of Top 10 Producers of the Decade. West ties with Bob Dylan for having topped the annual Pazz & Jop critic poll the most number of times ever, with four number-one albums each. West has also been included twice in the Time 100 annual lists of the most influential people in the world as well as being listed in a number of Forbes annual lists.","In 2013, West had won how many total Grammy Awards?",21,False,https://rajpurkar.github.io/SQuAD-explorer/dataset/train-v2.0.json
RAGA-05132,56d138c3e7d4791d00902038,SQuAD_v2_train_official,Kanye_West,76,"As of 2013, West has won a total of 21 Grammy Awards, making him one of the most awarded artists of all-time. About.com ranked Kanye West No. 8 on their ""Top 50 Hip-Hop Producers"" list. On May 16, 2008, Kanye West was crowned by MTV as the year's No. 1 ""Hottest MC in the Game."" On December 17, 2010, Kanye West was voted as the MTV Man of the Year by MTV. Billboard ranked Kanye West No. 3 on their list of Top 10 Producers of the Decade. West ties with Bob Dylan for having topped the annual Pazz & Jop critic poll the most number of times ever, with four number-one albums each. West has also been included twice in the Time 100 annual lists of the most influential people in the world as well as being listed in a number of Forbes annual lists.","What rank did About.com give Kanye ""Top 50 Hip-Hop Producers"" list?",8,False,https://rajpurkar.github.io/SQuAD-explorer/dataset/train-v2.0.json
